<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100
@

<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Veggies							// Category Name
		CaninaBerry,			*,		100,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		100,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		-1	// Sellvalue -1 means it can not be selled
		Truck_01_Covered,		V,		500000,	30000
        Truck_01_Covered_Blue,	V,		500000,	30000
        Truck_01_Covered_Orange,V,		500000,	30000
	
	<Category> Vehicle Parts
		HeadlightH7_Box,		*,		30,		15
		SparkPlug,				*,		60,		40
		EngineOil,				*,		70,		40
		CarBattery,				*,		100,	50
		TruckBattery,			*,		180,	100
		CarRadiator,			*,		200,	100
		TireRepairKit,			*,		220,	100
		HatchbackHood,						*,		300,	100
		HatchbackHood_Blue,					*,		300,	100
		HatchbackHood_White,				*,		300,	100
		HatchbackHood_GreenRust,			*,		300,	100
		HatchbackHood_BlueRust,				*,		300,	100
		HatchbackHood_WhiteRust,			*,		300,	100
		HatchbackTrunk,						*,		380,	130
		HatchbackTrunk_Blue,				*,		380,	130
		HatchbackTrunk_White,				*,		380,	130
		HatchbackTrunk_GreenRust,			*,		380,	130
		HatchbackTrunk_BlueRust,			*,		380,	130
		HatchbackTrunk_WhiteRust,			*,		380,	130
		HatchbackDoors_Driver,				*,		450,	160
		HatchbackDoors_Driver_Blue,			*,		450,	160
		HatchbackDoors_Driver_White,		*,		450,	160
		HatchbackDoors_Driver_GreenRust,	*,		450,	160
		HatchbackDoors_Driver_BlueRust,		*,		450,	160
		HatchbackDoors_Driver_WhiteRust,	*,		450,	160
		HatchbackDoors_CoDriver,			*,		450,	160
		HatchbackDoors_CoDriver_Blue,		*,		450,	160
		HatchbackDoors_CoDriver_White,		*,		450,	160
		HatchbackDoors_CoDriver_GreenRust,	*,		450,	160
		HatchbackDoors_CoDriver_BlueRust,	*,		450,	160
		HatchbackDoors_CoDriver_WhiteRust,	*,		450,	160
		HatchbackWheel,						*,		500,	100
		Hatchback_02_Hood,				*,		300,	100
		Hatchback_02_Hood_Black,		*,		300,	100
		Hatchback_02_Hood_Blue,			*,		300,	100
		Hatchback_02_Hood_RedRust,		*,		300,	100
		Hatchback_02_Hood_BlackRust,	*,		300,	100
		Hatchback_02_Hood_BlueRust,		*,		300,	100
		Hatchback_02_Trunk,				*,		380,	130
		Hatchback_02_Trunk_Black,		*,		380,	130
		Hatchback_02_Trunk_Blue,		*,		380,	130
		Hatchback_02_Trunk_RedRust,		*,		380,	130
		Hatchback_02_Trunk_BlackRust,	*,		380,	130
		Hatchback_02_Trunk_BlueRust,	*,		380,	130
		Hatchback_02_Door_1_1,			*,		450,	160
		Hatchback_02_Door_1_1_Black,	*,		450,	160
		Hatchback_02_Door_1_1_Blue,		*,		450,	160
		Hatchback_02_Door_1_1_RedRust,	*,		450,	160
		Hatchback_02_Door_1_1_BlackRust,*,		450,	160
		Hatchback_02_Door_1_1_BlueRust,	*,		450,	160
		Hatchback_02_Door_1_2,			*,		450,	160
		Hatchback_02_Door_1_2_Black,	*,		450,	160
		Hatchback_02_Door_1_2_Blue,		*,		450,	160
		Hatchback_02_Door_1_2_RedRust,	*,		450,	160
		Hatchback_02_Door_1_2_BlackRust,*,		450,	160
		Hatchback_02_Door_1_2_BlueRust,	*,		450,	160
		Hatchback_02_Door_2_1,			*,		450,	160
		Hatchback_02_Door_2_1_Black,	*,		450,	160
		Hatchback_02_Door_2_1_Blue,		*,		450,	160
		Hatchback_02_Door_2_1_RedRust,	*,		450,	160
		Hatchback_02_Door_2_1_BlackRust,*,		450,	160
		Hatchback_02_Door_2_1_BlueRust,	*,		450,	160
		Hatchback_02_Door_2_2,			*,		450,	160
		Hatchback_02_Door_2_2_Black,	*,		450,	160
		Hatchback_02_Door_2_2_Blue,		*,		450,	160
		Hatchback_02_Door_2_2_RedRust,	*,		450,	160
		Hatchback_02_Door_2_2_BlackRust,*,		450,	160
		Hatchback_02_Door_2_2_BlueRust,	*,		450,	160
		Hatchback_02_Wheel,				*,		500,	100
		Sedan_02_Hood,					*,		300,	100
		Sedan_02_Hood_Red,				*,		300,	100
		Sedan_02_Hood_Grey,				*,		300,	100
		Sedan_02_Hood_YellowRust,		*,		300,	100
		Sedan_02_Hood_RedRust,			*,		300,	100
		Sedan_02_Hood_GreyRust,			*,		300,	100
		Sedan_02_Trunk,					*,		450,	150
		Sedan_02_Trunk_Red,				*,		450,	150
		Sedan_02_Trunk_Grey,			*,		450,	150
		Sedan_02_Trunk_YellowRust,		*,		450,	150
		Sedan_02_Trunk_RedRust,			*,		450,	150
		Sedan_02_Trunk_GreyRust,		*,		450,	150
		Sedan_02_Door_1_1,				*,		450,	160
		Sedan_02_Door_1_1_Red,			*,		450,	160
		Sedan_02_Door_1_1_Grey,			*,		450,	160
		Sedan_02_Door_1_1_YellowRust,	*,		450,	160
		Sedan_02_Door_1_1_RedRust,		*,		450,	160
		Sedan_02_Door_1_1_GreyRust,		*,		450,	160
		Sedan_02_Door_1_2,				*,		450,	160
		Sedan_02_Door_1_2_Red,			*,		450,	160
		Sedan_02_Door_1_2_Grey,			*,		450,	160
		Sedan_02_Door_1_2_YellowRust,	*,		450,	160
		Sedan_02_Door_1_2_RedRust,		*,		450,	160
		Sedan_02_Door_1_2_GreyRust,		*,		450,	160
		Sedan_02_Door_2_1,				*,		450,	160
		Sedan_02_Door_2_1_Red,			*,		450,	160
		Sedan_02_Door_2_1_Grey,			*,		450,	160
		Sedan_02_Door_2_1_YellowRust,	*,		450,	160
		Sedan_02_Door_2_1_RedRust,		*,		450,	160
		Sedan_02_Door_2_1_GreyRust,		*,		450,	160
		Sedan_02_Door_2_2,				*,		450,	160  
		Sedan_02_Door_2_2_Red,			*,		450,	160  
		Sedan_02_Door_2_2_Grey,			*,		450,	160  
		Sedan_02_Door_2_2_YellowRust,	*,		450,	160  
		Sedan_02_Door_2_2_RedRust,		*,		450,	160  
		Sedan_02_Door_2_2_GreyRust,		*,		450,	160  
		Sedan_02_Wheel,					*,		500,	100
		CivSedanHood,						*,		400,	140
		CivSedanHood_Wine,					*,		400,	140
		CivSedanHood_Black,					*,		400,	140
		CivSedanHood_WhiteRust,				*,		400,	140
		CivSedanHood_WineRust,				*,		400,	140
		CivSedanHood_BlackRust,				*,		400,	140
		CivSedanTrunk,						*,		450,	150
		CivSedanTrunk_Wine,					*,		450,	150
		CivSedanTrunk_Black,				*,		450,	150
		CivSedanTrunk_WhiteRust,			*,		450,	150
		CivSedanTrunk_WineRust,				*,		450,	150
		CivSedanTrunk_BlackRust,			*,		450,	150
		CivSedanDoors_Driver,				*,		500,	180
		CivSedanDoors_Driver_Wine,			*,		500,	180
		CivSedanDoors_Driver_Black,			*,		500,	180
		CivSedanDoors_Driver_WhiteRust,		*,		500,	180
		CivSedanDoors_Driver_WineRust,		*,		500,	180
		CivSedanDoors_Driver_BlackRust,		*,		500,	180
		CivSedanDoors_CoDriver,				*,		500,	180
		CivSedanDoors_CoDriver_Wine,		*,		500,	180
		CivSedanDoors_CoDriver_Black,		*,		500,	180
		CivSedanDoors_CoDriver_WhiteRust,	*,		500,	180
		CivSedanDoors_CoDriver_WineRust,	*,		500,	180
		CivSedanDoors_CoDriver_BlackRust,	*,		500,	180
		CivSedanDoors_BackLeft,				*,		500,	180
		CivSedanDoors_BackLeft_Wine,		*,		500,	180
		CivSedanDoors_BackLeft_Black,		*,		500,	180
		CivSedanDoors_BackLeft_WhiteRust,	*,		500,	180
		CivSedanDoors_BackLeft_WineRust,	*,		500,	180
		CivSedanDoors_BackLeft_BlackRust,	*,		500,	180
		CivSedanDoors_BackRight,			*,		500,	180
		CivSedanDoors_BackRight_Wine,		*,		500,	180
		CivSedanDoors_BackRight_Black,		*,		500,	180
		CivSedanDoors_BackRight_WhiteRust,	*,		500,	180
		CivSedanDoors_BackRight_WineRust,	*,		500,	180
		CivSedanDoors_BackRight_BlackRust,	*,		500,	180
		CivSedanWheel,						*,		600,	120
		Truck_01_Hood,						*,		400,	140
		Truck_01_Hood_Blue,					*,		400,	140
        Truck_01_Hood_Orange,				*,		400,	140
		Truck_01_Door_1_1,					*,		500,	180
        Truck_01_Door_1_1_Blue,				*,		500,	180
        Truck_01_Door_1_1_Orange,			*,		500,	180
        Truck_01_Door_2_1,					*,		500,	180
        Truck_01_Door_2_1_Blue,				*,		5000,	180
        Truck_01_Door_2_1_Orange,			*,		5000,	180
        Truck_01_Wheel,						*,		6000,	120
        Truck_01_WheelDouble,				*,		10000,	200
		
	<Category> Keys
		VehicleKeyDuplicate,	K,		2000,	-1 		// The choosen Classname here only gets displayed in the UI (Name/Description); Make Sure SellValue is set to -1
		VehicleKeyLost,    		KL,    	5000,   -1		// The choosen Classname here only gets displayed in the UI (Name/Description); Make Sure SellValue is set to -1
		
		


<Category>  Scopes Other
AD_B13Mount,           *,      9000,    350
AD_MosinMount,           *,      9000,    350
AD_ACOG,           *,      9000,    350
AD_ACOG_MosinMount,           *,      9000,    350
AD_ACOG_B13,           *,      9000,    350
AD_ACOG_RMR,           *,      9000,    350
AD_ACOG_RMR_MosinMount,           *,      9000,    350
AD_ACOG_RMR_B13,           *,      9000,    350
AD_DHF5,           *,      9000,    350
AD_DHF5_MosinMount,           *,      9000,    350
AD_DHF5_B13,           *,      9000,    350
AD_MRS,           *,      9000,    350
AD_MRS_MosinMount,           *,      9000,    350
AD_MRS_B13,           *,      9000,    350
AD_NFATACR,           *,      9000,    350
AD_NFATACR_MosinMount,           *,      9000,    350
AD_NFATACR_B13,           *,      9000,    350
AD_NFATACR_1_8,           *,      9000,    350
AD_NFATACR_1_8_MosinMount,           *,      900,    350
AD_NFATACR_1_8_B13,           *,      9000,    350
AD_OKP7,           *,      9000,    350
AD_OKP7_MosinMount,           *,      9000,    350
AD_OKP7_B13,           *,      9000,    350
AD_Pilad,           *,      9000,    350
AD_Pilad_MosinMount,           *,      9000,    350
AD_Pilad_B13,           *,      9000,    350
AD_PVS4,           *,      9000,    350
AD_PVS4_MosinMount,           *,      9000,    350
AD_PVS4_B13,           *,      9000,    350
AD_RMR,           *,      9000,    350
AD_RMR_LM,           *,      9000,    350
AD_RMR_LM_MosinMount,           *,      9000,    350
AD_RMR_LM_B13,           *,      9000,    350
AD_RMR_TM,           *,      9000,    350
AD_RMR_TM_MosinMount,           *,      9000,    350
AD_RMR_TM_B13,           *,      9000,    350
AD_SpecterDR,           *,      9000,    350
AD_SpecterDR_MosinMount,           *,      9000,    350
AD_SpecterDR_B13,           *,      9000,    350
AD_XPS34_HHS,           *,      9000,    350
AD_XPS34_HHS_MosinMount,           *,      9000,    350
AD_XPS34_HHS_B13,           *,      9000,    350
AD_XPS34,           *,      9000,    350
AD_XPS34_MosinMount,           *,      9000,    350
AD_XPS34_B13,           *,      9000,    350
AD_LeupoldMk4,           *,      9000,    350
AD_LeupoldMk4_MosinMount,           *,      9000,    350
AD_LeupoldMk4_B13,           *,      9000,    350

<Trader> Black Market

<Category> Guns/Ammo
		Engraved1911,		          	 W,		-1,	80000
		JebsGuns_VSSK,	    			 W,		150000,		100000
		Rev_M96,	    		     	 W,		50000,		40000
		TTC_Beowulf,                     W, 40000, 7500
        TTC_M82,                         W, 80000, 7500
        TTC_M82_Tan,                     W, 80000, 7500
		Rev_M134,			             W,		300000,		100000
	    Rev_Beowulf, 					 W,		90000,		50000
		Rev_SRSA2,						 W,		80000,		40000
		Rev_M200,		 				 W,		150000,		100000
		Rev_M200_Black,	 				 W,		150000,		100000
        TTC_Deagle,                      W, 45000, 7500

<Category> APES Weapons
		//	APES Weapons 
		APES_AKZenit_Black, W, 15000, 5000
		APES_Anzio, W, 700000, 500000
		APES_AnzioRed, W, 700000, 500000
		APES_AXASR_Tan, W, 100000, 80000
		APES_AXASR_Black, W, 100000, 80000
		APES_Barrett_Black, W, 100000, 80000
		APES_Barrett_White, W, 100000, 80000
		APES_Barrett_Tan, W, 100000, 80000
		APES_Beowulf_Tan, W, 100000, 80000
		APES_Beowulf_green, W,100000, 80000
		APES_M200, W, 100000, 80000
		APES_M200_Black, W, 100000, 80000
		APES_M200_BlackIce, W, 150000, 100000
		APES_M200_Void, W, 150000, 100000
		APES_Delta_Black, W, 80000, 50000
		APES_Delta_Tan, W, 80000, 50000
		APES_Delta_Fade, W, 80000, 50000
		APES_Delta_Mix, W, 80000, 50000
		APES_Delta_WhiteCaro, W, 80000, 50000
		APES_FNEvoly, W, 100000, 50000
		APES_M56, W, 80000, 50000
		APES_M100, W, 80000, 50000
		APES_MCXSpear, W, 80000, 50000
		APES_PGM, W, 80000, 50000
		APES_Snipex, W, 150000, 90000
		APES_XM2010_Black, W, 80000, 50000
		APES_XM2010_Blue, W, 80000, 50000
		APES_XM2010_Tan, W, 80000, 50000
		APES_XM2010_Howl, W, 100000, 80000
		APES_XM2010_LStrike, W, 100000, 80000
		APES_XM2010_HyperBeast, W, 190000, 100000
		Rev_M200_Suppressor,   *, 50000,	60000

<Category> Collectables 
-----------------------------
Collectable_RetroToy, 				*, 		-1, 	15000
Collectable_GPU, 			        *, 		-1, 	75000
Collectable_Bitcoin, 			    *, 		-1, 	150000
Collectable_SSD, 			        *, 		-1, 	150000
Collectable_USB,                    *, 		-1, 	15000
Collectable_SmartPhone,             *, 	    -1, 	15000
Collectable_MemoryCard,             *,      -1, 	15000
Collectable_TetrisToy,              *,      -1, 	15000
Collectable_Intel,                  *,      -1, 	15000
Collectable_CrossNecklace,          *,      -1, 	15000
Collectable_PocketWatch,            *,      -1, 	15000
Collectable_RAM,                    *,      -1, 	15000
Collectable_Polaroid_One,           *,      -1, 	15000
Collectable_Polaroid_Two,           *,      -1, 	15000
Collectable_Polaroid_Three,         *,      -1, 	15000
Collectable_Polaroid_Four,          *,      -1, 	15000
Collectable_PokemonCard_Pikachu,    *,      -1, 	150000
Collectable_PokemonCard_Eevee,      *,      -1, 	25000
Collectable_PokemonCard_GrassEnergy,*,      -1, 	15000
Collectable_PokemonCard_Machamp,    *,      -1, 	15000
Collectable_PokemonCard_Mew,        *,      -1, 	15000
Collectable_PokemonCard_PsychicEnergy, *,      -1, 	15000
Collectable_PokemonCard_Charizard,     *,      -1, 	150000
Collectable_PokemonCard_Jolteon,       *,      -1, 	25000
Collectable_PokemonCard_ShinyMewtwo,   *,      -1, 	15000
Collectable_PokemonCard_Volcanion,     *,      -1, 	15000
Collectable_GameBoy_DonkeyKong,        *,      -1, 	15000
Collectable_GameBoy_Mario,             *,      -1, 	15000
Collectable_GameBoy_Medarot,           *,      -1, 	15000
Collectable_GameBoy_PokemonOne,        *,      -1, 	15000
Collectable_GameBoy_PokemonTwo,        *,      -1, 	15000
Collectable_GameBoy_Snakes,            *,      -1, 	15000
Collectable_GameBoy_Tetris,            *,      -1, 	15000
Collectable_GameBoy_Yoshi,             *,      -1, 	15000
Collectable_GameBoy_Zelda,             *,      -1, 	15000
Collectable_FloppyDisks_1999,          *,      -1, 	15000
Collectable_FloppyDisks_April,         *,      -1, 	15000
Collectable_FloppyDisks_MTV,           *,      -1, 	15000
Collectable_SmartPhone_Black,          *,      -1, 	55000
Collectable_SmartPhone_Blue,           *,      -1, 	55000
Collectable_SmartPhone_Yellow,         *,      -1, 	55000
Collectable_SmartPhone_Red,            *,      -1, 	55000
Collectable_SmartPhone_Green,          *,      -1, 	55000

<Category> MMG Heavy Armour
			MMG_MK_V_Armor_black,							*,		75000,		30000
			MMG_MK_V_Armor_green,							*,		75000,		30000
			MMG_MK_V_Armor_tan,								*,		75000,		30000
			MMG_MK_V_Armor_multicamblack,					*,		75000,		30000
			MMG_MK_V_Armor_multicam,						*,		75000,		30000
			MMG_MK_V_Armor_alpine,							*,		75000,		30000
			MMG_MK_V_Armor_dark_woodland,					*,		75000,		30000
			MMG_MK_V_Armor_erdl,							*,		75000,		30000
			MMG_MK_V_Armor_ucp,								*,		75000,		30000
			MMG_MK_V_Armor_multicam_tropic,					*,		75000,		30000
			MMG_MK_V_Armor_atacs,							*,		75000,		30000
			
			MMG_mk5_utility_pouch_black,					*,		2500,		1000
			MMG_mk5_utility_pouch_green,					*,		2500,		1000
			MMG_mk5_utility_pouch_tan,						*,		2500,		1000
			MMG_mk5_utility_pouch_multicamblack,			*,		2500,		1000
			MMG_mk5_utility_pouch_multicam,					*,		2500,		1000
			MMG_mk5_utility_pouch_erdl,						*,		2500,		1000
			MMG_mk5_utility_pouch_alpine,					*,		2500,		1000
			MMG_mk5_utility_pouch_dark_woodland,			*,		2500,		1000
			MMG_mk5_utility_pouch_ucp,						*,		2500,		1000
			MMG_mk5_utility_pouch_multicam_tropic,			*,		2500,		1000
			MMG_mk5_utility_pouch_atacs,					*,		2500,		1000
			
			MMG_mk5_grenade_pouch_black,					*,		2500,		1000
			MMG_mk5_grenade_pouch_green,					*,		2500,		1000
			MMG_mk5_grenade_pouch_tan,						*,		2500,		1000
			MMG_mk5_grenade_pouch_multicamblack,			*,		2500,		1000
			MMG_mk5_grenade_pouch_multicam,					*,		2500,		1000
			MMG_mk5_grenade_pouch_alpine,					*,		2500,		1000
			MMG_mk5_grenade_pouch_erdl,						*,		2500,		1000
			MMG_mk5_grenade_pouch_dark_woodland,			*,		2500,		1000
			MMG_mk5_grenade_pouch_ucp,						*,		2500,		1000
			MMG_mk5_grenade_pouch_multicam_tropic,			*,		2500,		1000
			MMG_mk5_grenade_pouch_atacs,					*,		2500,		1000

<Category> Drugs
		CP_Relief_Balm,						*,		200,		175
		CP_RollingPapers,						*,		200,		175	
		CigarettePack_Chernamorka,				*,		900,		600
		CigarettePack_Merkur,					*,		900,		600
		CigarettePack_Partyzanka,				*,		900,		600
//		CP_TobaccoSeedsPack,					*,		-1, 		-1
		CP_CigarettePack_CannabisSkunk,			*,		1200,		800
		CP_CannabisBagSkunk,					1,		465,		310
		CP_CannabisBrickSkunk,					*,		7500,		5000
//		CP_CannabisSeedsPackSkunk,				*,		-1, 		-1
		CP_CigarettePack_CannabisBlue,			*,		2400,		1600
		CP_CannabisBagBlue,					1,		945,		630
		CP_CannabisBrickBlue,					*,		15000,	10000
//		CP_CannabisSeedsPackBlue,				*,		-1, 		-1
		CP_CigarettePack_CannabisKush,			*,		3525,		2350
		CP_CannabisBagKush,					1,		1410,		940
		CP_CannabisBrickKush,					*,		22500,	15000
//		CP_CannabisSeedsPackKush,				*,		-1, 		-1
		CP_CigarettePack_CannabisStardawg,			*,		4725,		3150
		CP_CannabisBagStardawg,					1,		1875,		1250
		CP_CannabisBrickStardawg,				*,		30000,	20000
//		CP_CannabisSeedsPackStardawg,				*,		2000, 		500
		CP_CigarettePack_CannabisFuture,			*,		4725,		3150
		CP_CannabisBagFuture,					1,		1875,		1250
		CP_CannabisBrickFuture,					*,		30000,	20000		
//		CP_CannabisSeedsPackFuture,				*,		-1, 		-1
		CP_CigarettePack_CannabisS1,				*,		4725,		3150
		CP_CannabisBagS1,						1,		1875,		1250
		CP_CannabisBrickS1,					*,		30000,	20000
//		CP_CannabisSeedsPackS1,					*,		-1, 		-1
		CP_CigarettePack_CannabisNomad,			*,		4725,		3150
		CP_CannabisBagNomad,					1,		1875,		1250
		CP_CannabisBrickNomad,					*,		50000,	30000
//		CP_CannabisSeedsPackNomad,				*,		-1, 		-1
		CP_CigarettePack_CannabisBlackFrost,		*,		4725,		3150
		CP_CannabisBagBlackFrost,				1,		1875,		1250
		CP_CannabisBrickBlackFrost,				*,		60000,	50000				
//		CP_CannabisSeedsPackBlackFrost,			*,		-1, 		-1


//<OpenFile> FileName.txt								// Links to another File; Must be right above <FileEnd>!






<FileEnd>												// This has to be on the End of this File and is very importand!
